 ,week_days_found,current Weekday,month_found,current month,date_found,current date,time_found,current time,day_match,month_match,date_match,time_match,result,comments,
\p exceptÃ© dÃ©tenteurs de permis secteur 142 10h - 24h,,,,,,,,,FALSE,TRUE,FALSE,FALSE,{'result': 0},,
\P exceptÃ© handicapÃ©s 10h - 16h,,,,,,,,,FALSE,TRUE,FALSE,FALSE,{'result': 0},,
\P exceptÃ© motos  1er avril - 30 nov,"[0, 4]",,[1],,[19],,16h-19h,,FALSE,TRUE,FALSE,FALSE,{'result': 0},,
\P EXCEPTE 07h-19h MARDI,[],,[1],,[13],,7h-13h,,,TRUE,FALSE,FALSE,{'result': 0},,
\P EXCEPTE 09h-16h LUNDI ET JEUDI,"[5, 6]",,[],,[],,8h-18h,,TRUE,,,TRUE,{'result': 1},,
\P EXCEPTE 09h-17h JEUDI,,,,,,,,,TRUE,,,TRUE,{'result': 0},,
\P EXCEPTE 09h-17h LUN. ET JEU.,[],,"[1, 9]",,"[15, 18]",,"['7h-9h', '15h-18h']",,,TRUE,TRUE,TRUE,{'result': 1},,
\P EXCEPTE 09h-17h LUNDI,,,,,,,,,,TRUE,TRUE,TRUE,{'result': 0},,
\P EXCEPTE 09h-17h MAR. ET VEN.,"[0, 2, 4]",,[11],,[15],,8h-17h,,FALSE,FALSE,FALSE,TRUE,{'result': 0},,
\P EXCEPTE 09h-17h MARDI,"[1, 3]",,[],,[],,18h-24h,,FALSE,,,FALSE,{'result': 0},,
\P EXCEPTE 09h-17h MERCREDI,,,,,,,,,FALSE,,,FALSE,{'result': 0},,
"\P EXCEPTE 2h 10h - 12h LUN Ã€ VEN, 16h30 -18h30 SAMEDI ET 8h30 - 13h DIMANCHE","[0, 1, 2, 3, 4]",,[1],,[9],,9h-16h,,FALSE,TRUE,FALSE,TRUE,{'result': 0},,
\P EXCEPTE 8h - 12h JEUDI 1er AVRIL - 30 NOV ,,,,,,,,,FALSE,TRUE,FALSE,TRUE,{'result': 0},,
\P EXCEPTE 8h - 12h LUNDI 1er AVRIL - 30 NOV,,,,,,,,,FALSE,TRUE,FALSE,TRUE,{'result': 0},,
\P EXCEPTE AIRE D'EMBARQUEMENT AUTOBUS TOURISTIQUES,"[0, 1, 2, 3, 4]",,[12],,[14],,"['8h-12h', '14h-17h']",,FALSE,FALSE,FALSE,TRUE,{'result': 0},,
\P EXCEPTE AUTOBUS 08h-16h LUN A VEN SEPT. A JUIN,[3],,[],,[],,12h-16h,,FALSE,,,TRUE,{'result': 0},,
\P EXCEPTE AUTOBUS SCOLAIRE,"[0, 2, 4]",,[],,[],,13h-17h,,FALSE,,,TRUE,{'result': 0},,
\P EXCEPTE CONSEILLERS MUNICIPAUX,,,,,,,,,FALSE,,,TRUE,{'result': 0},,
\P EXCEPTE DEBARCADERE 15 MIN,,,,,,,,,FALSE,,,TRUE,{'result': 0},,
\P EXCEPTE DEBARCADERE AUTOBUS TOURISTIQUE,,,,,,,,,FALSE,,,TRUE,{'result': 0},,
\P EXCEPTE HANDICAPES 10h-20h 21 JUIN AU 1 SEPT.,"[0, 1, 2, 3, 4]",,[],,[],,09h-18h,,FALSE,,,TRUE,{'result': 0},,
\P EXCEPTE LIVRAISON 8h - 16h LUN Ã€ VEN,[],,[],,[],,[],,,,,,{'result': 1},,
\P EXCEPTE MOTOS - MOTOCYCLES (PICTOGRAMMES),"[0, 4]",,[1],,[22],,15h-18h,,FALSE,TRUE,FALSE,TRUE,{'result': 0},,
\P EXCEPTE PICTOGRAMME CAMION,[],,[],,[],,[],,,,,,{'result': 1},,
\P EXCEPTE PICTOGRAMME VOITURE ELECTRIQUE,"[1, 3]",,[],,[],,8h-17h,,FALSE,,,TRUE,{'result': 0},,
\P EXCEPTE PICTOGRAMME VOITURE ELECTRIQUE - EN RECHARGE,"[1, 3]",,[],,[],,8h-19h,,FALSE,,,TRUE,{'result': 0},,
\P EXCEPTE S3R 08h-17h LUN A VEN,"[0, 1, 2, 3, 4]",,[],,[],,07h-19h,,FALSE,,,TRUE,{'result': 0},,
\P EXCEPTE S3R 09h-17h  JEUDI,[2],,[],,[],,13h-17h,,FALSE,,,TRUE,{'result': 0},,
\P EXCEPTE S3R 09h-17h LUN ET JEU  (2 SECTEURS),[],,[1],,[22],,7h30-18h,,,TRUE,FALSE,TRUE,{'result': 0},,
\P EXCEPTE S3R 09h-17h LUNDI,"[1, 3]",,[],,[],,8h-12h,,FALSE,,,FALSE,{'result': 0},,
\P EXCEPTE S3R 09h-17h MAR. MER. JEU.,[],,[1],,[22],,"['7h-9h', '14h-16h']",,,TRUE,FALSE,TRUE,{'result': 0},,
\P EXCEPTE S3R 09h-17h MAR. MER. JEU.VEN.,,,,,,,,,,TRUE,FALSE,TRUE,{'result': 0},,
\P EXCEPTE S3R 09h-20h     (2 SECTEURS),"[1, 3]",,[],,[],,13h-17h,,FALSE,,,TRUE,{'result': 0},,
\P EXCEPTE S3R 09h30-18h30,[4],,[],,[],,7h-12h,,FALSE,,,FALSE,{'result': 0},,
\P EXCEPTE S3R 09h30-18h30 LUN A VEN,,,,,,,,,FALSE,,,FALSE,{'result': 0},,
\P EXCEPTE S3R 09h30-23h LUN A SAM,,,,,,,,,FALSE,,,FALSE,{'result': 0},,
\P EXCEPTE S3R 10h-21h LUN A SAM,[1],,"[4, 5, 6, 7, 8, 9, 10, 11, 12]",,"[1, 1]",,08h30-11h30,,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P EXCEPTE S3R 11h-18h LUN A VEN,"[0, 1, 2, 3, 4]",,[12],,[14],,"['8h-12h', '14h-17h']",,FALSE,FALSE,FALSE,TRUE,{'result': 0},,
\P EXCEPTE S3R 15h-09h   (2 SECTEURS),"[1, 3]",,[],,[],,8h-18h,,FALSE,,,TRUE,{'result': 0},,
\P EXCEPTE S3R 15h-21h LUN. Ã  VEN. et 9h-21h SAM.DIM.,"[0, 4]",,[],,[],,[],,FALSE,,,,{'result': 0},,
\P EXCEPTE S3R 15h-23h LUN A SAM,"[0, 2, 4]",,[],,[],,8h-18h,,FALSE,,,TRUE,{'result': 0},,
\P EXCEPTE S3R 15h-23h LUN A VEN,[],,[],,[],,"['7h-8h30', '15h-18h']",,,,,TRUE,{'result': 1},,
\P EXCEPTE S3R 15h-23h LUN A VEN et 9h-23h SAM ET DIM,[1],,[1],,[22],,8h-16h30,,FALSE,TRUE,FALSE,TRUE,{'result': 0},,
\P EXCEPTE S3R 16h-09h,"[0, 4]",,[1],,[18],,7h-18h,,FALSE,TRUE,FALSE,TRUE,{'result': 0},,
\P EXCEPTE S3R 16h-09h (2 SECTEURS),,,,,,,,,FALSE,TRUE,FALSE,TRUE,{'result': 0},,
\P EXCEPTE S3R 16h-22h,,,,,,,,,FALSE,TRUE,FALSE,TRUE,{'result': 0},,
\P EXCEPTE S3R 16h-22h LUN A VEN ET 09h-22h SAM ET DIM,,,,,,,,,FALSE,TRUE,FALSE,TRUE,{'result': 0},,
\P EXCEPTE S3R 16h-3h,,,,,,,,,FALSE,TRUE,FALSE,TRUE,{'result': 0},,
\P EXCEPTE S3R 16h-3h ( 1 AVRIL AU 30 SEPT ),,,,,,,,,FALSE,TRUE,FALSE,TRUE,{'result': 0},,
\P EXCEPTE S3R 17H-09H ,"[0, 3]",,[1],,[12],,7h-12h,,FALSE,TRUE,FALSE,FALSE,{'result': 0},,
"\P EXCEPTE S3R 17h-23h LUN A VEN, 9h-23h SAM ET DIM",,,,,,,[],,,,,,{'result': 0},,
\P EXCEPTE S3R 18h-21h LUN A SAM,"[0, 4]",,[1],,[16],,9h-16h,,FALSE,TRUE,FALSE,TRUE,{'result': 0},,
\P EXCEPTE S3R 18h30-21h,[4],,[],,[],,7h-15h,,FALSE,,,FALSE,{'result': 0},,
"\P EXCEPTE S3R 18h30-21h LUN A VEN,  09h-21h SAM et DIM",,,,,,,,,FALSE,,,FALSE,{'result': 0},,
\P EXCEPTE S3R 18h30-23h (2 SECTEURS),[1],,[],,[],,7h-12h,,FALSE,,,FALSE,{'result': 0},,
\P EXCEPTE S3R 18h-3h LUN A VEN ET 9h-3h SAM ET DIM,[1],,[],,[],,7h-14h,,FALSE,,,FALSE,{'result': 0},,
\P EXCEPTE S3R 19h-23h LUN AU VEN ET 09h-23h SAM ET DIM,[],,"[1, 8]",,"[7, 22]",,"['7h-8h', '15h30-16h30']",,,TRUE,TRUE,FALSE,{'result': 0},,
\P EXCEPTE S3R 6h-18h LUNDI A VENDREDI,[4],,"[4, 5, 6, 7, 8, 9, 10, 11, 12]",,"[1, 1]",,08h-11h,,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P EXCEPTE S3R 9h-17h VENDREDI,,,,,,,,,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P EXCEPTE S3R 9h-23h LUN A VEN,"[0, 2, 4]",,[],,[],,8h-17h,,FALSE,,,TRUE,{'result': 0},,
\P EXCEPTE S3R EN TOUT TEMPS,"[1, 4]",,"[4, 5, 6, 7, 8, 9, 10, 11, 12]",,"[1, 1]",,19h-24h,,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P EXCEPTE TITULAIRE DE PERMIS 07h-17h LUN A VEN,"[0, 3]",,"[4, 5, 6, 7, 8, 9, 10, 11, 12]",,"[1, 1]",,21h30-22h30,,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P EXCEPTE TITULAIRE DE PERMIS 17h-07h,"[0, 3]",,"[4, 5, 6, 7, 8, 9, 10, 11, 12]",,"[1, 1]",,10h30-11h30,,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P EXCEPTE VEHICULES D'URGENCE,[1],,[],,[],,13h-17h,,FALSE,,,TRUE,{'result': 0},,
\P EXCEPTE VEHICULES IDENTIFIES MONTREAL LOGO VILLE,,,,,,,,,FALSE,,,TRUE,{'result': 0},,
\P EXCEPTE VISITEURS POSTE DE POLICE,[1],,[4],,[1],,17h-18h,,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P EXCEPTE VISITEURS POSTE DE POLICE DE QUARTIER N024,[],,"[6, 7, 8, 9]",,"[1, 15]",,[],,,FALSE,FALSE,,{'result': 0},,
\P LIVRAISON SEULEMENT 07h-11h LUN A VEN,,,,,,,,,,FALSE,FALSE,,{'result': 0},,
\P LIVRAISON SEULEMENT 07h-12h LUN A VEN,"[0, 1, 2, 3, 4]",,"[4, 5, 6, 7, 8, 9, 10, 11, 12]",,"[1, 1]",,08h30-09h30,,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P LIVRAISON SEULEMENT 07h-13h LUN A VEN,[1],,"[4, 5, 6, 7, 8, 9, 10, 11, 12]",,"[1, 1]",,12h30-15h30,,FALSE,FALSE,FALSE,TRUE,{'result': 0},,
\P LIVRAISON SEULEMENT 07h-15h30 LUN. A VEN.,[3],,[],,[],,8h-12h,,FALSE,,,FALSE,{'result': 0},,
\P LIVRAISON SEULEMENT 07h-16h LUN A VEN,"[0, 5]",,[2],,[8],,"['2h-8h', '22h']",,TRUE,FALSE,FALSE,FALSE,{'result': 0},,
\P LIVRAISON SEULEMENT 07h-17h LUN. AU SAM.,"[0, 4]",,[7],,[10],,"['7h-10h', '15h-18h']",,FALSE,FALSE,FALSE,TRUE,{'result': 0},,
\P LIVRAISON SEULEMENT 07h-17h LUN. AU VEN.,[4],,[],,[],,10h-12h,,FALSE,,,FALSE,{'result': 0},,
\P LIVRAISON SEULEMENT 07h-18h LUN. AU SAM.,[1],,"[4, 5, 6, 7, 8, 9, 10, 11, 12]",,"[1, 1]",,16h30-17h30,,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P LIVRAISON SEULEMENT 07h-18h LUN. AU VEN.,[3],,[],,[],,6h-8h,,FALSE,,,FALSE,{'result': 0},,
\P LIVRAISON SEULEMENT 07h-19h,[1],,[],,[],,12h-16h,,FALSE,,,TRUE,{'result': 0},,
\P LIVRAISON SEULEMENT 07h-19h LUN A VEN,[],,[],,[],,07h-17h,,,,,TRUE,{'result': 1},,
\P LIVRAISON SEULEMENT 07h30-13h30 30 JUIN AU 30 AOUT,"[0, 3]",,[8],,[9],,8h-9h,,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P LIVRAISON SEULEMENT 07h30-15h30 LUN A VEN,"[0, 2, 3]",,[],,[],,13h-15h30,,FALSE,,,TRUE,{'result': 0},,
\P LIVRAISON SEULEMENT 08h00-15h30 LUN. AU VEN.,"[1, 4]",,[],,[],,13h-15h30,,FALSE,,,TRUE,{'result': 0},,
\P LIVRAISON SEULEMENT 08h-11h LUN. AU VEN.,[1],,[],,[],,8h-12h,,FALSE,,,FALSE,{'result': 0},,
\P LIVRAISON SEULEMENT 08h-12h LUN. AU VEN.,[4],,[],,[],,8h-10h,,FALSE,,,FALSE,{'result': 0},,
\P LIVRAISON SEULEMENT 08h-16h LUN. AU VEN.,[0],,[],,[],,10h-12h,,FALSE,,,FALSE,{'result': 0},,
\P LIVRAISON SEULEMENT 08h-17h LUN. AU VEN.,[0],,[],,[],,8h-12h,,FALSE,,,FALSE,{'result': 0},,
\P LIVRAISON SEULEMENT 08h-18h LUN A SAM,,,,,,,09h-22h,,,,,,{'result': 0},,
\P LIVRAISON SEULEMENT 08h-19h LUN. AU VEN.,"[0, 4]",,[4],,[8],,"['4h-8h', '19h']",,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P LIVRAISON SEULEMENT 09h-13h LUN. AU SAM.,[],,[],,[],,07h-16h,,,,,TRUE,{'result': 1},,
\P LIVRAISON SEULEMENT 09h-15h30 LUN. AU VEN.,"[0, 1, 2, 3, 4, 5]",,[],,[],,9h30-11h,,TRUE,,,FALSE,{'result': 0},,
\P LIVRAISON SEULEMENT 09h-16h LUN A VEN,"[0, 1, 2, 3, 4]",,[2],,[8],,"['2h-8h', '22h']",,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P LIVRAISON SEULEMENT 09h-17h LUN A SAM,[0],,[],,[],,12h-16h,,FALSE,,,TRUE,{'result': 0},,
\P LIVRAISON SEULEMENT 09h-17h LUN. AU VEN.,[],,[],,[],,9h30-18h,,,,,TRUE,{'result': 1},,
\P LIVRAISON SEULEMENT 09h-18h LUN. AU VEN.,[],,[2],,[8],,"['2h-8h', '22h']",,,FALSE,FALSE,FALSE,{'result': 0},,
\P LIVRAISON SEULEMENT 09h30-12h LUN. AU VEN.,[4],,[],,[],,7h-9h,,FALSE,,,FALSE,{'result': 0},,
\P LIVRAISON SEULEMENT 09h30-15h30 LUN. AU VEN.,[1],,"[4, 5, 6, 7, 8, 9, 10, 11, 12]",,"[1, 1]",,07h-09h,,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P LIVRAISON SEULEMENT 09h30-16h LUN. AU VEN.,"[0, 4]",,[],,[],,15h30-18h,,FALSE,,,FALSE,{'result': 0},,
\P LIVRAISON SEULEMENT 09h30-18h LUN. AU VEN.,"[0, 3]",,[9],,[22],,6h30-9h,,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P LIVRAISON SEULEMENT 09h30-19h LUN A SAM,"[1, 4]",,[9],,[22],,6h30-9h,,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P LIVRAISON SEULEMENT 11h-14h LUN A VEN,[2],,[],,[],,8h-10h,,FALSE,,,FALSE,{'result': 0},,
\P LIVRAISON SEULEMENT 12h-17h LUN. AU VEN.,[0],,[],,[],,8h-12h,,FALSE,,,FALSE,{'result': 0},,
\P LIVRAISON SEULEMENT 13h-16h LUN. AU VEN.,[1],,[],,[],,10h-12h,,FALSE,,,FALSE,{'result': 0},,
\P LIVRAISON SEULEMENT 13h-17h LUN. AU VEN.,[],,[2],,[8],,"['02h-08h', '18h']",,,FALSE,FALSE,FALSE,{'result': 0},,
\P LIVRAISON SEULEMENT 13h-18h LUN. AU SAM.,"[0, 2]",,"[4, 5, 6, 7, 8, 9, 10, 11, 12]",,"[1, 1]",,08h30-11h30,,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P LIVRAISON SEULEMENT 13h-18h LUN. AU VEN.,"[1, 3]",,"[4, 5, 6, 7, 8, 9, 10, 11, 12]",,"[1, 1]",,08h30-11h30,,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P LIVRAISON SEULEMENT 6h-12h LUNDI A VENDREDI,"[0, 2]",,"[4, 5, 6, 7, 8, 9, 10, 11, 12]",,"[1, 1]",,14h-15h,,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P LIVRAISON SEULEMENT 7h-15h LUN A VEN,"[0, 1, 2, 3, 4]",,[],,[],,09h30-17h,,FALSE,,,TRUE,{'result': 0},,
\P LIVRAISON SEULEMENT 8h-15h LUN A VEN,"[0, 1, 2, 3, 4]",,[],,[],,17h30-23h,,FALSE,,,FALSE,{'result': 0},,
\P LIVRAISON SEULEMENT 9h-15h LUN A VEN,"[0, 3]",,[12],,[1],,06h30-07h30,,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P LIVRAISON SEULEMENT EN TOUT TEMPS,"[1, 4]",,"[4, 5, 6, 7, 8, 9, 10, 11, 12]",,"[1, 1]",,06h30-07h30,,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P LUNDI AU VENDREDI,"[0, 4]",,[2],,[8],,"['2h-8h', '22h']",,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P MARS 01 A DEC. 01,"[0, 2]",,"[4, 5, 6, 7, 8, 9, 10, 11, 12]",,"[1, 1]",,07h-09h,,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P RÃ‰SERVÃ‰ FAMILLE NOMBREUSE,"[0, 1, 2, 3, 4, 5]",,[],,[],,09h30-14h,,TRUE,,,FALSE,{'result': 0},,
\P RÃ‰SERVÃ‰ PERSONNE HANDICAPÃ‰E,[],,[8],,[22],,8h-22h,,,FALSE,FALSE,TRUE,{'result': 0},,
\p rÃ©servÃ© dÃ©tenteurs de permis secteur 152 10h - 24h,[1],,"[4, 5, 6, 7, 8, 9, 10, 11, 12]",,"[1, 1]",,21h-22h,,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P RÃˆGL. 2027,"[0, 1, 2, 3, 4]",,"[4, 12]",,"[1, 1]",,16h-18h30,,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P RESERVE AIRE D'ATTENTE,[],,[],,[],,07h-18h,,,,,TRUE,{'result': 1},\P LIVRAISON SEULEMENT 13h-17h LUN. AU VEN.,
\P RESERVE AUTOBUS,"[0, 1, 2, 3, 4]",,[2],,[8],,"['02h-08h', '19h']",,FALSE,FALSE,FALSE,FALSE,{'result': 0},\P RESERVE AUTOBUS,
\P RESERVE AUTOBUS 15h-18h LUN. AU VEN.,[],,"[4, 5, 6, 7, 8, 9, 10, 11, 12]",,"[1, 1]",,07h30-08h30,,,FALSE,FALSE,FALSE,{'result': 0},PANONCEAU 1 AVRIL AU 1 DEC.,
\P RESERVE AUTOBUS 8h00 A 21h00,"[0, 1, 2, 3, 4]",,[],,[],,"['07h30-09h', '16h-18h30']",,FALSE,,,FALSE,{'result': 0},,
\P RESERVE AUTOBUS TOURISTIQUES,[],,[],,[],,07h-16h,,,,,TRUE,{'result': 1},,
\P RESERVE AUTOBUS TOURISTIQUES 07h-09h 01/05 AU 01/10,[],,[12],,[1],,5h-7h,,,FALSE,FALSE,FALSE,{'result': 0},,
\P RESERVE AUTOBUS TOURISTIQUES 15 min.,"[0, 1, 2, 3, 4]",,[],,[],,09h-15h,,FALSE,,,FALSE,{'result': 0},,
\P RESERVE AUTOBUS TOURISTIQUES 2h,"[0, 1, 2, 3, 4]",,"[4, 5, 6, 7, 8, 9, 10, 11, 12]",,"[1, 1]",,08h-09h30,,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P RESERVE BIBLIOBUS 14h-18h30 MARDI,"[0, 1, 2]",,[8],,[22],,8h-22h,,FALSE,FALSE,FALSE,TRUE,{'result': 0},,
\P RESERVE BIBLIOBUS 18h-21h MAR.,[1],,"[4, 5, 6, 7, 8, 9, 10, 11, 12]",,"[1, 1]",,13h-16h,,FALSE,FALSE,FALSE,TRUE,{'result': 0},,
\P RESERVE BICYCLETTE,"[0, 4]",,[8],,[18],,8h-18h,,FALSE,FALSE,FALSE,TRUE,{'result': 0},,
\P RESERVE CAMPER TENTE ROULOTTE,[1],,[],,[],,10h-12h,,FALSE,,,FALSE,{'result': 0},,
\P RESERVE CORPS DIPLOMATIQUE,[2],,[],,[],,13h-15h,,FALSE,,,FALSE,{'result': 0},,
\P RESERVE CORPS DIPLOMATIQUE \P 8h - 12h JEUDI 1ER AVRIL - 30 NOV,[3],,[],,[],,10h-12h,,FALSE,,,FALSE,{'result': 0},,
\P RESERVE DEBARCADERE HANDICAPES EN TOUT TEMPS,"[0, 4]",,[8],,[18],,8h-18h,,FALSE,FALSE,FALSE,TRUE,{'result': 0},,
\P RESERVE EMPLOYES DE L'EDIFICE,"[0, 4]",,[],,[],,7h30-18h,,FALSE,,,TRUE,{'result': 0},,
\P RESERVE FIACRES,[3],,[],,[],,7h-7h,,FALSE,,,FALSE,{'result': 0},,
\P RESERVE FOURGON CELLULAIRE SPVM,"[0, 1, 2, 3, 4]",,[],,[],,6h-18h,,FALSE,,,TRUE,{'result': 0},,
\P RESERVE GARDERIE 15 MIN.,"[2, 4]",,[8],,[9],,8h-9h,,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P RESERVE HANDICAPE 16h-24h LUN A VEN,[],,[],,[],,15h-18h,,,,,TRUE,{'result': 1},,
\P RESERVE HANDICAPES  8h - 16h LUN A VEN,[],,[],,[],,15h-3h,,,,,FALSE,{'result': 0},,
\P RESERVE HANDICAPES  9h30 - 16h,"[0, 4]",,[8],,[17],,8h-17h,,FALSE,FALSE,FALSE,TRUE,{'result': 0},,
\P RESERVE HANDICAPES (PICTO),"[0, 1, 2, 3, 4]",,[2],,[12],,"['02h-12h', '18h']",,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P RESERVE HANDICAPES 07h-08h ET 15h-17h LUN. AU VEN.,[3],,[],,[],,09h-15h,,FALSE,,,FALSE,{'result': 0},,
\P RESERVE HANDICAPES 07h-09h ET 15h-17h LUN. AU VEN.,,,,,,,,,FALSE,,,FALSE,{'result': 0},,
\P RESERVE HANDICAPES 07h-18h LUN A VEN,"[0, 3]",,"[4, 5, 6, 7, 8, 9, 10, 11, 12]",,"[1, 1]",,18h30-19h30,,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
"\P RESERVE HANDICAPES 08h-15h30, LUN. A VEN.","[0, 1, 2, 3, 4]",,"[4, 5, 6, 7, 8, 9, 10, 11, 12]",,"[1, 1]",,06h-07h,,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
"\P RESERVE HANDICAPES 08h-16h, LUN. A VEN.","[0, 1, 2, 3, 4]",,"[6, 9]",,"[1, 23]",,9h30-15h30,,FALSE,FALSE,FALSE,TRUE,{'result': 0},,
"\P RESERVE HANDICAPES 08h-20h, LUN. AU VEN.","[0, 1, 2, 3, 4, 5]",,[],,[],,08h-18h,,TRUE,,,TRUE,{'result': 1},,
\P RESERVE HANDICAPES 09h30-17h LUN. AU VEN.,[3],,"[4, 5, 6, 7, 8, 9, 10, 11, 12]",,"[1, 1]",,09h-17h,,FALSE,FALSE,FALSE,TRUE,{'result': 0},,
"\P RESERVE HANDICAPES 09h30-20h, LUN. A VEN.",,,,,,,18h-07h,,,,,,{'result': 0},,
\P RESERVE HANDICAPES 09h30-21h,"[0, 4, 5]",,[],,[],,"['07h-16h', '07h-12h']",,TRUE,,,TRUE,{'result': 1},,
\P RESERVE HANDICAPES 12h - 19h,"[0, 1, 2, 3, 4, 5]",,[],,[],,12h-16h,,TRUE,,,TRUE,{'result': 1},,
\P RESERVE HANDICAPES 18h-23h LUN A VEN  1MAI AU 1 SEPT.,[2],,[],,[],,6h-8h,,FALSE,,,FALSE,{'result': 0},,
\P RESERVE HANDICAPES DE 08h00 A 18h00,,,,,,,,,FALSE,,,FALSE,{'result': 0},,
"\P RESERVE HANDICAPES DE 08h00 A 18h00, LUNDI AU SAMEDI",[3],,"[4, 5, 6, 7, 8, 9, 10, 11, 12]",,"[1, 1]",,07h30-09h,,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P RESERVE HANDICAPES DE 09h00 A 21h00,"[1, 4]",,"[4, 5, 6, 7, 8, 9, 10, 11, 12]",,"[1, 1]",,21h30-22h30,,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
"\P RESERVE HANDICAPES DE 09h00 A 21h00, LUNDI AU SAMEDI","[0, 1, 2, 3, 4]",,"[4, 5, 6, 7, 8, 9, 10, 11, 12]",,"[1, 1]",,07h-09h,,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
"\P RESERVE HANDICAPES DE 10h00 A 16h00, LUN. SAM.","[0, 2, 3]",,"[4, 5, 6, 7, 8, 9, 10, 11, 12]",,"[1, 1]",,09h30-10h30,,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P RESERVE LOCATAIRES DU MARCHE,[1],,"[4, 5, 6, 7, 8, 9, 10, 11, 12]",,"[1, 1]",,07h30-09h,,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P RESERVE MOTOS,"[0, 4]",,[],,[],,"['7h30-9h30', '15h-18h30']",,FALSE,,,TRUE,{'result': 0},,
\P RESERVE MOTOS 01/04-01/11,"[0, 1, 2, 3, 4, 5]",,[],,[],,08h-15h30,,TRUE,,,TRUE,{'result': 1},,
\P RESERVE S3R          (EN TOUT TEMPS),[],,[],,[],,08h-15h30,,,,,TRUE,{'result': 1},,
\P RESERVE S3R 08h-21h,[0],,"[4, 5, 6, 7, 8, 9, 10, 11, 12]",,"[1, 1]",,08h-11h,,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P RESERVE S3R 08h30-10h LUNDI AU VENDREDI,[2],,"[4, 5, 6, 7, 8, 9, 10, 11, 12]",,"[1, 1]",,08h-11h,,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P RESERVE S3R 09-23h       (2 SECTEURS),[0],,"[4, 5, 6, 7, 8, 9, 10, 11, 12]",,"[1, 1]",,21h-22h,,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P RESERVE S3R 09h-17h LUN. ET JEU.,"[0, 1, 2, 3, 4]",,[],,[],,09h30-23h,,FALSE,,,TRUE,{'result': 0},,
\P RESERVE S3R 09h-17h MAR. ET VEN.,"[0, 1, 2, 3, 4]",,[],,[],,7h-18h30,,FALSE,,,TRUE,{'result': 0},,
\P RESERVE S3R 09h-18h,[],,[10],,[24],,10h-24h,,,FALSE,FALSE,TRUE,{'result': 0},,
\P RESERVE S3R 09h-18h LUN A SAM,[],,[],,[],,[],,,,,,{'result': 1},,
\P RESERVE S3R 09h-18h LUN A VEN,"[0, 1, 2, 3, 4]",,[],,[],,15h30-21h,,FALSE,,,FALSE,{'result': 0},,
\P RESERVE S3R 09h-19h LUN A SAM,"[1, 3]",,"[4, 5, 6, 7, 8, 9, 10, 11, 12]",,"[1, 1]",,18h30-19h30,,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P RESERVE S3R 09h-19h LUN A SAM  (2 SECTEURS),"[0, 2]",,"[4, 5, 6, 7, 8, 9, 10, 11, 12]",,"[1, 1]",,17h30-18h30,,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P RESERVE S3R 09h-20h,[],,[],,[],,15h30-23h,,,,,FALSE,{'result': 0},,
\P RESERVE S3R 09h-20h LUNDI AU SAMEDI,[4],,"[4, 5, 6, 7, 8, 9, 10, 11, 12]",,"[1, 1]",,08h-09h,,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
